Name,RA,Dec,Vmag,SpType,B-V,Ebv,Miles,Sp_s,Melchiors
HD 71115,126.47833333333331,7.5645,5.12,G6III-IIIaFe-1.5,0.93,,,,oui
HD 71148,126.9033333333333,45.653,6.4,G1V,90.0,,,,oui
HD 71155 ,126.415133375,-3.90642161111111,3.9,A0Va,-0.02,-0.01,,A0,oui
HD 71334,126.45624999999997,-29.930580555555558,7.82,G2.5V,0.67,,,,oui
HD 71369,127.56624999999997,60.71816944444445,3.42,G5III:,0.85,,,,oui
HD 71433,126.82208333333332,-6.409719444444445,6.6,F5III/IV,0.51,,,,oui
HD 71459 ,126.466293041667,-42.1530720555556,5.42,B3V,-0.15,0.05,,B3,
HD 71510 ,126.380523958333,-51.7274153888889,5.159,B2Ve,-0.159,0.08,,B2,
HD 71555 ,127.155577458333,14.2108234444444,5.957,A5V,0.181,0.03,,A5,
HD 71766,127.21249999999998,-9.748580555555554,5.99,F3/5III,0.43,,,,oui
HD 71801 ,126.997587083333,-35.1137601388889,5.74,B3V,-0.14,0.06,,B3,
HD 71833,127.2225,-20.950388888888888,6.68,B8II,-0.07,,,,oui
HD 71997,127.36499999999998,-27.332169444444443,6.68,B4V,-0.1,,,,oui
HD 72067 ,127.281529583333,-44.1604142777778,5.81,B2Vne,-0.16,0.08,,B2,
HD 72337 ,126.819815583333,-70.0934845555556,5.512,A0V,-0.019,-0.01,,A0,
HD 72524 ,128.682853416667,36.4196201666667,5.755,A2Vnn,0.048,0.0,,A2,
HD 72617,128.5558333333333,8.452330555555555,6.03,F3IV,0.32,,,,oui
HD 72660,128.743416666667,-2.15155555555556,5.799,A1V,,0.01,s0304,A1,
HD 72660 ,128.506742333333,-2.15155083333333,5.799,A1V,0.006,-0.01,,A1,
HD 72779,128.83083333333335,19.590049999999998,6.56,G0III,0.69,,,,oui
HD 72869,128.6083333333333,-23.826888888888888,7.64,F3/5IV,0.32,,,,oui
HD 73017,129.59249999999997,53.40153055555555,5.64,G9III,0.96,,,,oui
HD 73072 ,128.869590041667,-26.8434888055556,5.957,"A1V+,,,",0.342,0.32,,A1,
HD 73108,130.0533333333333,64.32793888888888,4.61,K1+III,1.17,,,,oui
HD 73143 ,129.2740435,9.65557952777778,5.924,A3V,0.083,0.0,,A3,
HD 73262 ,129.414026125,5.70377936111111,4.137,A1Vnn,0.02,0.0,,A1,
HD 73294,129.59624999999997,20.207330555555554,7.83,F6III-IVs,0.44,,,,oui
HD 73390 ,128.814815125,-58.2247358611111,5.241,"B3V+,,,",-0.125,0.08,,B3,
HD 7344,18.432916666666667,7.5753611111111105,5.19,A7IV,0.26,,,,oui
HD 73495 ,129.467302,-26.25500175,5.242,A0V,-0.03,-0.02,,A0,
HD 73593,130.25458333333333,45.834,5.36,G8IV,0.99,,,,oui
HD 73596,130.07625,31.94188888888889,6.22,F5III,0.39,,,,oui
HD 73752,129.78291666666667,-22.66188888888889,5.17,G3V+K0V,0.83,,,,oui
HD 73752A,129.78,-22.65586111111111,5.37,G3V,0.8,,,,oui
HD 73766,129.9325,-9.58693888888889,7.87,M4III,1.4,,,,oui
HD 73785,130.17999999999998,19.719299999999997,6.84,A7III,0.2,,,,oui
HD 73844,129.97291666666666,-17.302969444444447,6.67,M6III,1.33,,,,oui
HD 7389,19.049583333333327,71.74383888888889,5.86,K5,1.92,,,,oui
HD 73898,129.92708333333334,-29.561080555555556,4.87,G6IIIbCN-0.5,0.91,,,,oui
HD 74063,130.2845833333333,-19.91586111111111,7.56,A5/7IV,0.24,,,,oui
HD 74067 ,130.079892916667,-40.2638731111111,5.2,B9V,-0.01,0.06,,B9,
HD 74071 ,129.849348375,-53.4397675555556,5.437,B5V,-0.13,0.03,,B5,
HD 74196 ,130.072768,-53.0153976944444,5.544,B7Vn,-0.116,0.01,,B7,
HD 74198,130.82125,21.4685,4.65,A1IV,0.02,,,,oui
HD 74228 ,130.801375375,12.6808738055556,5.65,"A3V+,,,",0.39,0.31,,A3,
HD 74273 ,130.272168375,-48.92267975,5.878,"B1,5V",-0.182,0.08,,"B1,5",
HD 74280 ,130.806145791667,3.39866297222222,4.3,B3V,-0.2,0.0,,B3,
HD 74333,130.7820833333333,-12.421938888888889,7.8,F3/5IV,90.0,,,,oui
HD 74405 ,129.771506041667,-70.3867451666667,5.189,A0V,0.012,0.02,,A0,
HD 74455 ,130.567473833333,-48.0990905277778,5.463,"B1,5Vn",-0.169,0.09,,"B1,5",
HD 7449,18.622083333333332,-5.0473888888888885,7.48,F9.5V,0.6,,,,oui
HD 74591,131.25541666666666,5.680580555555556,6.13,A6V,0.19,,,,oui
HD 74811,131.78041666666667,28.16181111111111,6.6,G2IV,0.66,,,,oui
HD 74873 ,131.733411208333,12.1099505833333,5.893,A1V,0.112,0.09,,A1,
HD 74874,131.69375,6.418811111111111,3.38,G1III+A8V,0.68,,,,oui
HD 74988 ,131.812444041667,-1.89703194444444,5.279,A3V,0.055,-0.03,,A3,
HD 75137 ,132.108210708333,5.83781341666667,4.343,A0Vn,-0.016,-0.01,,A0,
HD 75306,132.06083333333333,-28.63881111111111,6.49,M5III,1.37,,,,oui
HD 75311 ,131.677288666667,-56.7697756111111,4.51,B3Vne,-0.19,0.01,,B3,
HD 75416 ,130.331306083333,-78.9633601944445,5.455,B8V,-0.094,0.02,,B8,
HD 75486,133.34416666666664,61.96228055555556,5.74,F2III,0.29,,,,oui
HD 75495,132.4370833333333,-21.048450000000003,6.5,A6IV,0.2,,,,oui
HD 75528,132.75624999999997,15.350638888888888,6.36,G1V,0.66,,,,oui
HD 75547,132.42666666666665,-28.255919444444444,7.43,B9.5IV,0.03,,,,oui
HD 75691,132.63291666666666,-27.709830555555556,4.01,K2.5III,1.26,,,,oui
HD 75721,132.69666666666666,-26.118330555555556,7.75,G2II,0.9,,,,oui
HD 75732,133.14916666666667,28.33081111111111,6.0,K0IV-V,90.0,,,,oui
HD 75896,133.4820833333333,35.538311111111106,6.13,A4III,0.05,,,,oui
HD 75958,134.1558333333333,64.60383888888889,5.56,G7IIIb,0.9,,,,oui
HD 75959,133.56125,30.57911111111111,7.08,G7III,0.48,,,,oui
HD 76151,133.57458333333332,-5.434469444444445,6.0,G2V,0.67,,,,oui
HD 76161 ,133.160855208333,-48.3591020833333,5.889,B3Vn,-0.136,0.06,,B3,
HD 76291,134.20833333333331,45.63163888888889,5.71,K1IV,1.13,,,,oui
HD 76292,134.12708333333333,40.20146944444445,5.88,F3III,0.36,,,,oui
HD 76398,134.23583333333335,32.91041944444444,5.44,A7IV,0.16,,,,oui
HD 7647,19.271249999999995,44.902,6.11,K5,1.61,,,,oui
HD 76543,134.3120833333333,15.32275,5.22,A5III,0.15,,,,oui
HD 76644 ,134.801890083333,48.0418261388889,3.14,A6,0.19,0.03,,A7,oui
HD 76805 ,134.0802625,-52.7234748055556,4.699,B5V,-0.114,0.05,,B5,
HD 76827,135.63624999999996,67.6296111111111,4.76,M3IIICa1,1.53,,,,oui
HD 76943,135.14999999999998,41.78333055555555,3.96,F3V+G5V,0.43,,,,oui
HD 77104 ,135.350539791667,32.2522956666667,5.87,A2V,0.07,0.02,,A2,
HD 77246,137.80291666666665,80.82891944444444,6.35,F2,0.36,,,,oui
HD 77309 ,136.001666166667,54.2838836388889,5.74,A2V,0.02,-0.03,,A2,
HD 77327 ,135.906365083333,47.1565247222222,3.55,A1Vn,0.0,-0.02,,A1,oui
HD 7733,19.557916666666664,57.80316944444444,6.52,M4II,1.53,,,,oui
HD 77350,135.6845833333333,24.452919444444444,5.45,A0III,-0.04,,,,oui
HD 77391,135.71124999999998,22.25856111111111,7.93,G6IV,1.03,,,,oui
HD 77475 ,135.336921041667,-41.8642536111111,5.541,B5V,-0.124,0.04,,B5,
HD 7804  ,19.449819625,3.614468,5.145,A3V,0.073,-0.01,,A3,
HD 78154,137.5979583333333,67.13403055555557,4.8,F7V,0.49,,,,oui
HD 78209,137.245708333333,51.6046111111111,4.5,Am,,0.0,s0336,Am,
HD 78556,137.17583333333332,-8.589530555555557,5.61,B9V,-0.07,,,,oui
HD 78676,137.18124999999998,-26.767611111111112,6.14,A4IV,0.17,,,,oui
HD 78732,137.39833333333334,-8.787638888888889,5.46,K0II/III,1.01,,,,oui
HD 7896,19.579166666666666,-23.499830555555558,7.92,G6/8IV,0.79,,,,oui
HD 79028,138.58541666666662,61.42331111111111,5.2,G0V,0.51,,,,oui
HD 79096,138.07291666666666,14.996030555555555,6.51,G9V,0.73,,,,oui
HD 79210,138.59499999999997,52.686611111111105,7.6,K7V,90.0,,,,oui
HD 79211,138.60291666666663,52.686388888888885,7.7,M0V,90.0,,,,oui
HD 79416 ,138.127178416667,-43.6132603055556,5.562,"B8Vsp,,,",-0.102,0.01,,B8,
HD 79439 ,139.047199333333,54.0218577222222,4.8,A6V,0.19,0.04,,A5,oui
HD 79469 ,138.591083625,2.314262,3.9,B9.5V+DA1.6,90.0,0.01,,"B9,5",oui
HD 79621 ,138.393556083333,-47.3384054722222,5.905,B9Ve,-0.038,0.03,,B9,
HD 7964  ,19.8666370416667,27.2640598611111,4.752,A3V,0.048,-0.03,,A3,
HD 79735 ,138.602020083333,-43.2274921111111,5.237,B4V,-0.132,0.05,,B4,
HD 79763 ,139.379912583333,46.8172286666667,5.953,A1V,0.059,0.04,,A1,
HD 80024 ,139.607954166667,35.36407575,5.94,A8V,0.17,-0.1,,A8,oui
HD 80081 ,139.711016,36.8025925277778,3.92,A1V,0.04,-0.02,,A3,oui
HD 8019,19.936249999999998,6.161888888888889,7.88,M4,1.54,,,,oui
HD 80493,140.26375,34.392561111111114,3.14,K6III,1.55,,,,oui
HD 80874,140.3733333333333,-25.965438888888887,4.72,M0.5IIIBa0.5,1.61,,,,oui
HD 80950 ,139.36487175,-74.7345906944445,5.867,A0V,-0.016,-0.01,,A0,
HD 80951 ,139.354878375,-74.8943196111111,5.29,A1V,0.02,0.0,,A1,
HD 80971,140.62249999999997,-17.894030555555556,6.8,F3III,0.4,,,,oui
HD 81009,140.745041666667,-9.83880555555556,6.516,A5spe..,,0.1,s0344,A5,
HD 81025,141.23208333333332,51.573888888888895,6.37,G2III,0.77,,,,oui
HD 81169,140.80124999999998,-28.83386111111111,4.68,G8.5IIIbFe-1,0.91,,,,oui
HD 81265,141.37249999999997,30.49318888888889,7.8,G7IV,90.0,,,,oui
HD 8129,20.125416666666663,-19.949030555555556,7.59,G7V,0.7,,,,oui
HD 81688,142.16666666666666,45.60146944444445,5.39,K0III,1.0,,,,oui
HD 81704,142.17583333333332,45.582638888888894,7.72,F9IV,0.67,,,,oui
HD 81809,141.94499999999996,-6.071188888888889,5.4,G1.5IV-V,0.62,,,,oui
HD 81809A,141.95,-6.066669444444444,5.56,G5V Fe-1 CH-0.8,0.64,,,,oui
HD 81830 ,141.363474833333,-61.9504790277778,5.781,A4V,0.14,0.02,,A4,
HD 81848 ,141.5748265,-53.3789084722222,5.088,B6V,-0.101,0.04,,B6,
HD 81858,142.11416666666665,9.056780555555557,5.4,G1V,90.0,,,,oui
HD 81937,142.88208333333333,63.06186111111111,3.67,F0IV,0.33,,,,oui
HD 81997,142.2870833333333,-2.7689694444444446,4.6,F5V,0.46,,,,oui
HD 81997B,142.28833333333333,-2.750811111111111,7.15,K0,0.87,,,,oui
HD 82017,142.16166666666663,-25.43356111111111,7.12,A3/5III,0.22,,,,oui
HD 82023,143.97625,14.380280555555556,9.1,A0V,0.1,,,,oui
HD 82074,142.38499999999996,-4.246638888888889,6.26,G8III/IV,0.84,,,,oui
HD 8209,20.5525,43.58411111111111,6.68,B5,-0.13,,,,oui
HD 82308,142.93,22.967969444444442,4.31,K4.5III,1.54,,,,oui
HD 82328,143.21416666666664,51.67731111111111,3.18,F7V,0.46,,,,oui
HD 82406 ,142.12727725,-66.70187775,5.9,A0V,0.015,0.02,,A0,
HD 82419 ,142.521291208333,-51.5171637777778,5.46,B8V,-0.07,0.04,,B8,
HD 82446 ,142.995530375,-1.18466386111111,4.555,A3V,0.104,0.02,,A3,
HD 82573,143.08499999999998,-19.400299999999998,5.74,A4III,0.14,,,,oui
HD 82621 ,143.705969125,52.0514768055556,4.46,A0Vn,0.04,-0.01,,A2,oui
HD 82670,143.49624999999997,23.453919444444445,6.25,K7III,1.46,,,,oui
HD 82741,143.76583333333335,39.6215,4.8,G9.5IIIbFe-1,0.99,,,,oui
HD 82747 ,143.358547958333,-22.8638850833333,5.911,"B9,5V",0.029,0.1,,"B9,5",
HD 82886,143.93833333333333,34.78075,7.63,G0,0.86,,,,oui
HD 83126,144.86624999999998,67.27221944444445,5.95,K5,1.55,,,,oui
HD 83273,144.45791666666668,24.670280555555557,6.6,G0III,0.56,,,,oui
HD 83446 ,144.206416833333,-49.3550244722222,4.345,A7V,0.167,-0.03,,A7,
HD 83520 ,144.302716416667,-53.6685094444444,5.467,"A2,5V",0.125,0.08,,"A2,5",
HD 83572,144.75041666666664,-17.624169444444444,6.72,A9IV,0.24,,,,oui
HD 83618,144.96416666666667,-1.142811111111111,3.91,K2.5III,1.32,,,,oui
HD 8375,20.906249999999996,34.24588888888889,6.3,G8IV,90.0,,,,oui
HD 83787,145.39624999999998,31.27781111111111,5.84,K6III,1.58,,,,oui
HD 83808 ,145.287637708333,9.89230838888889,3.52,F8-G0III+A7m,0.49,0.31,,A5,oui
HD 8388,20.853749999999998,20.468969444444443,5.97,K5,1.7,,,,oui
HD 83953 ,145.320863833333,-23.5915148333333,4.76,B5V,-0.11,0.04,,B5,oui
HD 83979 ,143.472400375,-80.9412593611111,5.06,B5V,-0.133,0.03,,B5,
HD 841,3.2549999999999994,62.72808888888889,7.79,F2I,1.1,,,,oui
HD 84107,145.88875,29.97446944444444,5.62,A2IV,0.11,,,,oui
HD 84117,145.55999999999997,-23.91556111111111,4.94,F9V,0.53,,,,oui
HD 84228 ,145.449696291667,-55.2137602777778,5.98,B4V,-0.11,0.07,,B4,
HD 84441,146.46291666666664,23.77425,2.98,G1IIIa,0.81,,,,oui
HD 84607,146.59833333333333,1.7855805555555555,5.64,F0/2IV,0.34,,,,oui
HD 84800,147.18583333333333,43.665438888888886,7.9,A2II,0.1,,,,oui
HD 84999,147.7475,59.038719444444446,3.81,F0,0.29,,,,oui
HD 8512,21.00583333333333,-8.18325,3.59,K0IIIb,1.06,,,,oui
HD 85235,148.02666666666664,54.06433055555555,4.56,A3IV,0.04,,,,oui
HD 85235,148.244375,54.0643055555555,4.56,A3IV,,0.0,s0364,A3,
HD 85364,147.8083333333333,-4.243361111111112,6.02,A4V,0.16,,,,oui
HD 85376,147.9708333333333,24.39536111111111,5.3,A5IV,90.0,,,,oui
HD 8538,21.454166666666662,60.235280555555555,2.68,A5IV,0.13,,,,oui
HD 85444,147.8695833333333,-14.846611111111113,4.11,G7III,0.92,,,,oui
HD 85461,147.92166666666665,-11.3405,6.52,M2III,1.62,,,,oui
HD 85503,148.19083333333333,26.00695,3.88,K2IIIbCN1Ca1,1.22,,,,oui
HD 85558 ,148.126821958333,-8.10503525,5.081,A2V,0.038,-0.01,,A2,
HD 85725,148.24166666666667,-27.332169444444443,6.29,G1V,0.61,,,,oui
HD 85795,148.92916666666662,49.81983055555556,5.27,A3III,0.06,,,,oui
HD 8583,21.420416666666664,47.11853055555556,7.59,G4III,0.97,,,,oui
HD 85904,148.75249999999997,-0.18225,7.98,M2III,1.55,,,,oui
HD 85980 ,148.573561791667,-45.2835154166667,5.71,B3V,-0.11,0.09,,B3,
HD 86029,148.93749999999997,-8.836500000000001,6.67,Fm_dD,0.32,,,,oui
HD 86087 ,148.713465416667,-50.2439603333333,5.712,A0V,0.004,0.01,,A0,
HD 8634,21.398749999999996,23.511530555555556,6.19,F6V,0.44,,,,oui
HD 86360,149.5558333333333,12.444811111111111,5.26,B6IV,-0.05,,,,oui
HD 86663,150.0533333333333,8.044219444444444,4.7,M2-III,1.6,,,,oui
HD 87015,150.70416666666665,21.94925,5.66,B2V,-0.18,,,,oui
HD 87243,151.29333333333332,52.37131111111111,6.35,A5IV,0.12,,,,oui
HD 87504 ,151.281120333333,-13.0646266944444,4.59,B8V,-0.09,0.03,,B8,oui
HD 87696 ,151.857345666667,35.2446934722222,4.49,A7V(n),0.18,-0.02,,A7,oui
HD 87737,151.83333333333334,16.762669444444445,3.41,A0Ib,-0.02,,,,oui
HD 87737,151.992541666667,16.7626944444444,3.511,A0Ib,,0.0,s0371,A0,
HD 87837,151.97625,9.997499999999999,4.38,K3.5IIIbFe-1:,1.44,,,,oui
HD 87883,152.1795833333333,34.24225,7.55,K0V,0.99,,,,oui
HD 87887,151.98458333333332,-0.37163888888888885,4.49,A0III,-0.04,,,,oui
HD 87901,152.09291666666664,11.9672,1.4,B8IVn,-0.16,,,,oui
HD 8791,21.77333333333333,25.43975,7.21,K3II,1.54,,,,oui
HD 88133,152.5320833333333,18.18686111111111,7.82,G8V,90.0,,,,oui
HD 88195 ,152.531414916667,-8.40816541666667,5.9,A1V,0.016,0.0,,A1,
HD 88230,152.84208333333333,49.45425,6.61,K6VeFe-1,1.33,,,,oui
HD 88270,152.78583333333333,20.69613888888889,6.64,sdF2,90.0,,,,oui
HD 88284,152.6470833333333,-12.354080555555555,3.61,K0IIIbCN0.5,1.0,,,,oui
HD 886,3.3091666666666666,15.183580555555556,2.84,B2IV,-0.23,,,,oui
HD 88639,153.45708333333332,27.13581111111111,6.05,G3IIIbFe-1,0.83,,,,oui
HD 88824 ,153.345182333333,-51.2329698333333,5.278,A7V,0.242,0.04,,A7,
HD 88960 ,154.060133375,29.3105027777778,5.49,A0Vn,0.019,0.03,,A0,
HD 88983,154.50833333333333,65.10836111111111,5.76,A8III,0.15,,,,oui
HD 88987,154.06666666666666,17.740330555555555,6.59,A9IV,0.3,,,,oui
HD 89021,154.27416666666664,42.91436111111111,3.45,A1IV,0.03,,,,oui
HD 89025,154.17249999999999,23.4173,3.41,F0IIIa,0.31,,,,oui
HD 89254,154.4075,-8.068919444444445,5.24,F0IV,0.32,,,,oui
HD 89307,154.58874999999998,12.621111111111112,7.0,G0V,90.0,,,,oui
HD 89343 ,155.263919625,68.7476519166667,5.9,A7Vn,0.24,0.04,,A7,
HD 89449,154.93416666666664,19.470919444444444,4.8,F6IV-V,90.0,,,,oui
HD 89455,154.82041666666666,-12.52813888888889,6.03,A8III,0.24,,,,oui
HD 89461 ,154.617683791667,-41.6684888611111,5.961,B9V,-0.06,0.01,,B9,
HD 89484,154.9933333333333,19.8415,1.98,K1-IIIFe-1,1.15,,,,oui
HD 895,3.349583333333333,26.987561111111113,6.28,F8V,0.67,,,,oui
HD 89565,154.99791666666664,-9.059000000000001,6.31,F0V,0.31,,,,oui
HD 89715 ,154.771135625,-64.6762576388889,5.67,A1V,0.05,0.03,,A1,
HD 89744,155.54416666666665,41.229530555555556,6.7,F7V,90.0,,,,oui
HD 89758,155.58208333333332,41.49953055555556,3.05,M0III,1.59,,,,oui
HD 89904 ,155.776370541667,33.9081420833333,5.9,A5IVn,0.14,-0.03,,A6,oui
HD 90043,155.8683333333333,-0.90225,6.44,K0IV,0.96,,,,oui
HD 90068,156.0925,34.17638888888889,7.03,M6III,1.47,,,,oui
HD 90125,156.05499999999998,2.3680305555555554,6.31,K0/1III,0.99,,,,oui
HD 90132 ,155.872066166667,-38.0098380277778,5.342,A8V,0.227,-0.04,,A8,
HD 90264 ,155.74227525,-66.9014973055556,4.954,B8V,-0.116,-0.01,,B8,
HD 90277,156.4783333333333,33.79611111111111,4.72,F0VmF3/4,0.26,,,,oui
HD 90432,156.52249999999998,-16.836280555555554,3.81,K4III,1.48,,,,oui
HD 90745,157.61083333333332,64.2577,6.09,A7III,0.16,,,,oui
HD 90839,157.6567083333333,55.98053055555556,4.9,F8V,90.0,,,,oui
HD 90840 ,157.526868541667,38.9251311944444,5.793,A4V,0.081,-0.04,,A4,
HD 90874 ,156.85534775,-65.7046634166667,5.999,A2V,0.096,0.05,,A2,
HD 90882 ,157.369592583333,-2.7390795,5.18,B9V,-0.05,0.03,,"B9,5",oui
HD 90994 ,157.572833958333,-0.637027277777778,5.1,B5IV/V,-0.14,0.02,,B6,oui
HD 9100,22.470416666666665,18.355669444444445,6.02,A3Vb_lB,0.14,,,,oui
HD 91130,157.96416666666667,32.37956111111111,5.91,A0Va-,0.1,,,,oui
HD 91312,158.30791666666667,40.42556111111111,4.71,A7IV,0.21,,,,oui
HD 9132  ,22.4005644166667,-21.6293381388889,5.111,A0V,0.027,0.04,,A0,
HD 91365 ,158.378796875,34.9886941944444,5.58,A2Vn,0.03,-0.02,,A2,
HD 91375 ,157.583862916667,-71.9927945,4.718,A1V,0.047,0.03,,A1,
HD 91465 ,158.006095708333,-61.6853323055556,3.361,B4Vne,-0.091,0.09,,B4,
HD 91480,158.79041666666666,57.082638888888894,5.15,F1V,0.33,,,,oui
HD 91612,158.7,6.95375,5.07,G8.5IIIFe-1,0.94,,,,oui
HD 91636 ,158.758995541667,8.65042872222222,5.67,A2V,0.05,0.0,,A2,
HD 91840,159.29458333333332,46.548049999999996,7.19,K3II,1.08,,,,oui
HD 92036,159.3070833333333,-27.41263888888889,4.89,M1III:Ba0.5,1.62,,,,oui
HD 92588,160.35083333333333,-1.7415,6.25,G9IV,0.89,,,,oui
HD 9270,22.87083333333333,15.345830555555557,3.62,G7IIIa,0.98,,,,oui
HD 92719,160.55541666666664,-13.787719444444445,6.77,G1.5V,0.64,,,,oui
HD 92728 ,160.930571791667,57.199204,5.788,A0Vs,-0.037,-0.03,,A0,
HD 92769 ,160.757849333333,26.3255803055556,5.517,A4Vn,0.164,0.04,,A4,
HD 92787,160.88708333333332,46.20388888888889,5.2,F5III,90.0,,,,oui
HD 92788,160.70208333333332,-2.18375,7.3,G6V,0.71,,,,oui
HD 92825 ,160.853986291667,23.18840275,5.075,A3Vn,0.041,-0.04,,A3,
HD 92841B,160.83541666666665,4.746830555555555,7.01,K1II-III,1.04,,,,oui
HD 92845 ,160.679945833333,-32.7156726111111,5.627,A0V,0.006,0.02,,A0,
HD 92938 ,160.558835,-64.4664256388889,4.82,B4V,-0.14,0.04,,B4,
HD 93030 ,160.739174875,-64.3944502222222,2.78,B0Vp,-0.24,0.06,,B0,
HD 93064,161.11708333333328,-23.985419444444446,6.63,K2II,1.27,,,,oui
HD 93152 ,161.466227875,30.6823129444444,5.349,A1Vn,-0.047,-0.07,,A1,
HD 93163 ,160.963304791667,-64.2490411111111,5.754,"B2,5V",-0.018,0.22,,"B2,5",
HD 93194 ,161.028814541667,-63.9610704166667,4.786,B5Vn,-0.127,0.03,,B5,
HD 93397 ,161.716894708333,-17.296874,5.44,A3V,0.09,0.01,,A3,
HD 93521,162.09791666666666,37.5703,7.03,O9.5IIInn,-0.24,,,,oui
HD 93540 ,161.568990125,-64.5145598055556,5.327,B6V,-0.097,0.04,,B6,
HD 93657 ,162.058796791667,-31.68784825,5.872,A1V,0.026,0.01,,A1,
HD 93702 ,162.314294041667,10.5452019444444,5.314,A2V,0.034,-0.02,,A2,
HD 93813,162.40624999999997,-16.193638888888888,3.11,K1.5IIIHdel-0.5,1.24,,,,oui
HD 93905 ,162.487572333333,-34.0581818611111,5.605,A1V,0.038,0.02,,A1,
HD 94014,162.77249999999998,-3.0926694444444447,5.94,K4/5III,1.49,,,,oui
HD 9407,23.638749999999998,68.94813055555557,6.5,G6.5V,90.0,,,,oui
HD 94132,163.37791666666664,69.85388888888889,5.9,G9IV,90.0,,,,oui
HD 94264,163.32791666666665,34.21486111111111,3.83,K0+III-IV,1.04,,,,oui
HD 94310,163.23583333333335,-17.27713888888889,7.13,G6V,0.67,,,,oui
HD 94480,163.67583333333332,25.490719444444444,6.19,A8V,0.29,,,,oui
HD 94601,163.9033333333333,24.7498,4.48,A1V,0.0,,,,oui
HD 94601 ,163.903429166667,-4.7498,4.5,A1V,0.01,-0.01,,A1,
HD 94650J,163.425326875,-70.7203375277778,5.99,B6V,-0.02,0.12,,B6,
HD 94672,163.92666666666665,0.7369194444444443,5.93,F3/5V,0.42,,,,oui
HD 94705,164.00624999999997,6.185361111111112,5.78,M5.5III:,1.46,,,,oui
HD 94985 ,164.282697708333,-50.7650163611111,5.909,A4V,0.16,0.04,,A4,
HD 95089,164.69874999999996,1.7292194444444446,7.95,G8/K0IV,0.95,,,,oui
HD 95128,164.86666666666662,40.43025,5.05,G1-VFe-0.5,90.0,,,,oui
HD 95272,164.94374999999997,-18.298780555555556,4.07,K0IIIb,1.09,,,,oui
HD 9531,23.569166666666664,37.23713888888889,5.91,B9IV,-0.1,,,,oui
HD 95347 ,164.9974085,-43.8071108055556,5.8,"B8,5V",-0.064,0.05,,"B8,5",
HD 95382,165.18666666666664,6.101438888888889,4.98,A5III,0.16,,,,oui
HD 9540,23.315833333333334,-24.177969444444447,6.96,K0V,0.76,,,,oui
HD 95418 ,165.460318916667,56.3824260833333,2.37,A1IVps,-0.02,0.01,,A1,oui
HD 9546,23.85125,63.08196944444445,6.69,K1V,1.0,,,,oui
HD 95578,165.45708333333332,-2.4845805555555556,4.75,M0III,1.62,,,,oui
HD 9562,23.42833333333333,-7.025330555555556,5.76,G1V,0.64,,,,oui
HD 95725,165.79791666666665,28.93013888888889,7.07,K1II,1.04,,,,oui
HD 95735,165.83416666666668,35.969861111111115,7.52,M2+V,1.44,,,,oui
HD 95939,165.97583333333333,-19.64993888888889,6.64,A9IV,0.2,,,,oui
HD 96063,166.18541666666664,-2.5132194444444442,8.25,G6V,0.84,,,,oui
HD 96146 ,166.22580575,-35.8046771111111,5.424,A2V,0.019,-0.03,,A2,
HD 96167,166.31291666666664,-10.291311111111112,8.08,G3V,0.74,,,,oui
HD 96202,166.33291666666665,-27.29361111111111,4.91,F3IV/V,0.37,,,,oui
HD 96706 ,166.707871958333,-70.8779303055556,5.57,B2V,-0.05,0.19,,B2,
HD 9672  ,23.6574118333333,-15.6763605277778,5.619,A1V,0.062,0.04,,A1,
HD 96738,167.2045833333333,24.658469444444442,5.7,A0IV,0.06,,,,oui
HD 96819 ,167.183331416667,-28.0806701944444,5.431,A1V,0.066,0.05,,A1,
HD 96833,167.41583333333332,44.4985,3.01,K1III,1.14,,,,oui
HD 97023 ,167.472471291667,-32.3675291111111,5.779,A2V,0.036,-0.01,,A2,
HD 97277 ,167.914532625,-22.8258498055556,4.45,A1V,0.03,0.01,,A1,oui
HD 97583 ,168.188361125,-64.1697711111111,5.216,B8V,-0.073,0.04,,B8,
HD 97585 ,168.439806083333,-0.069505611111111,5.399,A0V,-0.02,-0.01,,A0,
HD 976,3.5374999999999996,26.25881111111111,6.99,F7IV,0.52,,,,oui
HD 97603 ,168.52708925,20.5237181388889,2.53,A5IV(n),0.15,0.03,,A4,oui
HD 97633,168.744,15.4296111111111,3.324,A2V,,0.01,s0403,A2,
HD 97633 ,168.560018583333,15.4295705833333,3.35,A2IV,-0.02,-0.04,,A2,oui
HD 9766,23.943333333333335,14.661419444444444,6.22,B9.5III,-0.04,,,,oui
HD 97670 ,168.378263333333,-59.6193181666667,5.732,"B1,5V",-0.105,0.16,,"B1,5",
HD 98218,169.44624999999996,-22.14586111111111,7.42,M6III,1.29,,,,oui
HD 98230,169.54541666666665,31.528888888888886,4.77,G2V,0.64,,,,oui
HD 98231,169.54541666666665,31.529169444444445,4.25,F8.5:V,0.54,,,,oui
HD 9826,24.199166666666663,41.40546944444444,4.1,F9V,0.54,,,,oui
HD 98262,169.6195833333333,33.09431111111111,3.49,K3-III:,1.4,,,,oui
HD 98353 ,169.782915208333,38.1855634722222,4.8,A2V,0.1,0.05,,A2,
HD 98430,169.83499999999998,-14.778530555555557,3.56,G9IIICH0.5,1.11,,,,oui
HD 9847,23.97125,-17.532469444444445,7.17,G6IV,0.7,,,,oui
